filename,sentence,sentence_order,argument_type,rationale
DJ_1126_goal-line_con_SF_implicit.trs.txt,refs get extensive training on how to spot decisions.,29,OTH,Support for ref competency.
DJ_1126_goal-line_con_SF_implicit.trs.txt,refs are incredibly good at these kinds of decisions.,30,OTH,Reinforces trust in referees.
DJ_1126_goal-line_con_SF_implicit.trs.txt,"oftentimes calls are rather simple to make 'cause you have, like, a goal-line referee that has pretty good- and unobscured- often- lines of vision.",31,OTH,Argues tech is unnecessary because calls are easy.
DJ_1126_goal-line_con_SF_implicit.trs.txt,you oftentimes have multiple refs looking at the same thing.,32,OTH,Adds redundancy to human accuracy.
DJ_1126_goal-line_con_SF_implicit.trs.txt,"these refs are professionals that have been doing this for a long time and get paid to do it, so I don't often think there's that much of a need for this.",33,W/Q,Argues from experience.
DJ_1126_goal-line_con_SF_implicit.trs.txt,"So, for all of those reasons, goal-line technology brings more harm than good.",34,W/Q,Reasserts main stance and concludes argument.
DJ_1144_ban-smacking_pro.trs.txt,"We should ban smacking because it's a form of child abuse, because parents have no right to physically abuse their kids, because it's absolutely something we can enforce and because I'm you know what it's a form of paternalism for parents' parts because it leads to worse parenting anyway, and it raises their kids in a worse way.",1,C,Central thesis that sets the stance against smacking.
DJ_1144_ban-smacking_pro.trs.txt,So let's start by talking about why physically beating your child is absolutely wrong.,2,W/Q,"Discourse transition, not a Toulmin element."
DJ_1144_ban-smacking_pro.trs.txt,It's wrong for a couple of reasons: first because it harms the kid.,3,G,Introduces reasons why smacking is morally unacceptable.
DJ_1144_ban-smacking_pro.trs.txt,"Because even if something like spanking may seem harmless, it's a fine line between spanking and abuse.",4,G,Introduces justification by minimizing perceived harm.
DJ_1144_ban-smacking_pro.trs.txt,"Especially if you do it continuously, especially if you do it particularly hard and this is oftentimes likely, because if you spank if you're spanking your child, it's probably because you're pretty pissed off at your child.",5,G,Supports the idea that repeated smacking can escalate harm.
DJ_1144_ban-smacking_pro.trs.txt,"The kid did something that you don't like so you're going to physically you're gonna spank them to like pay them back, try to teach them a lesson.",6,W/Q,Describes problematic logic behind parental response.
DJ_1144_ban-smacking_pro.trs.txt,"So given that parents are doing this when they're not in a very good mood, when they're angry, when they wanna teach their kids a lesson, it's not necessarily incumbent on them to be in the mind set where they're going to be particularly gentle.",7,W/Q,Adds reasoning that emotional context makes smacking harmful.
DJ_1144_ban-smacking_pro.trs.txt,"Especially because it's not like kids if they're being like gently touched, you're not really teaching them that much of a lesson.",8,G,Reinforces idea that kids don't understand consequences.
DJ_1144_ban-smacking_pro.trs.txt,So the entire point of it is that you need to cause them pain.,9,W/Q,Explains the logic behind smacking as a flawed disciplinary tool.
DJ_1144_ban-smacking_pro.trs.txt,You need to make them cry or something like that.,10,W/Q,Gives an example of the negative goal of smacking.
DJ_1144_ban-smacking_pro.trs.txt,And that's simply something that's not right.,11,W/Q,Reaffirms moral judgment against smacking.
DJ_1144_ban-smacking_pro.trs.txt,It's not right because it's mean to the kid but also because who do parents think they are that they can just do that to kids?,12,OTH,Explains why it is wrong  cruelty.
DJ_1144_ban-smacking_pro.trs.txt,Parents don't have ownership over their child.,13,W/Q,Argues a principle: children are not property.
DJ_1144_ban-smacking_pro.trs.txt,They're it's it's like a slave master mentality where you can whip somebody.,14,W/Q,Reinforces the warrant by drawing a moral analogy.
DJ_1144_ban-smacking_pro.trs.txt,"It's absolutely ludicrous that you think that you have the right to hit another human being, to make them physically suffer, to make them be physically tormented, to physically do something, to physically try to harm them just because you want to teach them a lesson.",15,G,Rebuts justification that intent makes smacking acceptable.
DJ_1144_ban-smacking_pro.trs.txt,Just because you think it's going to make them act better or behave better.,16,G,Continues the counter to intent-based justification.
DJ_1144_ban-smacking_pro.trs.txt,It's absolutely horrible and it's absolutely not something that we should allow to be legal in a progressive society.,17,C,Strong evaluative restatement of central claim.
DJ_1144_ban-smacking_pro.trs.txt,"But besides that I also think that it's quite bad as far as the values that it's going to ingrain in societies , and in our children, for several reasons: first, because I think that it normalizes violence.",18,C,Introduces second major claim about developmental harm.
DJ_1144_ban-smacking_pro.trs.txt,"I think that when kids are exposed to spanking at a young age as a means of discipline, it implicates in them the idea that violence is a positive means to get people to do what you want them to do, and that if you physically harm somebody you're going you're going to get results from them.",19,C,Gives reason why spanking causes long-term issues.
DJ_1144_ban-smacking_pro.trs.txt,And it's these kinds of stupid ideologies that make people think that things like torture actually works.,20,OTH,Attacks the ideas supporting smacking.
DJ_1144_ban-smacking_pro.trs.txt,It's these kinds of ideologies that make it think that things like making people suffer is a good way to ultimately make there be more justice in the world and ultimately fix problems in the world.,21,OTH,Continues critique of cultural norms.
DJ_1144_ban-smacking_pro.trs.txt,And those are things that are incredibly bad.,22,W/Q,Evaluates the ideologies' moral status.
DJ_1144_ban-smacking_pro.trs.txt,But additionally it's foolish to actually think that these that spanking is actually going to lead to better discipline for kids in most cases.,23,C,New claim: spanking doesn't work.
DJ_1144_ban-smacking_pro.trs.txt,"Because when you physically spanking your kid, it's not like you're actually going to really teach them all that much.",24,G,"Reason: it teaches avoidance, not learning."
DJ_1144_ban-smacking_pro.trs.txt,"You're likely just going to teach them the hide from you, to lie to you, to deceive you so that way they're going to avoid the problem.",25,W/Q,Explains behavioral response learned by kids.
DJ_1144_ban-smacking_pro.trs.txt,"That's the same thing with torture, where people lie because they want the pain to stop.",26,G,Draws analogy to support point.
DJ_1144_ban-smacking_pro.trs.txt,"Like, kids are just going to figure out ways to do what they do but be more deceptive about it, because they're smart and because they want to do things that they're doing that parents don't like.",27,G,Adds support to the ineffectiveness argument.
DJ_1144_ban-smacking_pro.trs.txt,That's kind of how human nature works.,28,W/Q,General principle about behavior under fear.
DJ_1144_ban-smacking_pro.trs.txt,But the next thing that I want to talk about is that I think there's more effective alternatives.,29,C,Discourse shift.
DJ_1144_ban-smacking_pro.trs.txt,"And those effective alternatives could be things like grounding a kid, not letting them go out and hang out with their friends.",30,G,Suggests a better option than smacking.
DJ_1144_ban-smacking_pro.trs.txt,Taking away like an electronic from them.,31,OTH,Concrete example of non-violent discipline.
DJ_1144_ban-smacking_pro.trs.txt,That's a perfectly acceptable nonviolent way to get your point across and it's equally persuasive and much more humane.,32,W/Q,Justifies alternative as morally and functionally sound.
DJ_1144_ban-smacking_pro.trs.txt,So for all those reasons we should ban spanking.,33,C,Final restatement of the central claim.
DJ_1161_cosmetic-surgery_con_JL_implicit.trs.txt,We should keep cosmetic surgery legal for two big reasons.,1,C,Presents the main thesis defending legality.
DJ_1161_cosmetic-surgery_con_JL_implicit.trs.txt,"First, because I think that it's something that people have a right to do with their body and second, because it's probably going to happen anyway so it's better to have it under legal and safe circumstances.",2,C,Provides reason why legality is justified  personal significance.
DJ_1161_cosmetic-surgery_con_JL_implicit.trs.txt,So first let's talk about rights.,3,W/Q,Transition to sub-argument.
DJ_1161_cosmetic-surgery_con_JL_implicit.trs.txt,I think that one of the most important things that we accept is that you have a right to do what you want with your own body because of all of the things that are uniquely expressive of your own individuality and your own personality and further of all the things that don't really actually affect anyone else it's what you do with your body.,4,C,Principle that justifies the right to cosmetic surgery.
DJ_1161_cosmetic-surgery_con_JL_implicit.trs.txt,That's why it's fine if you get like tattoos or piercings or things like that it's fine.,5,OTH,Example of bodily autonomy applied elsewhere.
DJ_1161_cosmetic-surgery_con_JL_implicit.trs.txt,"You get to pick what you wear, how your hair should look, all of these things and I don't think that cosmetic surgery is meaningfully distinct from that.",6,OTH,More examples supporting bodily choice.
DJ_1161_cosmetic-surgery_con_JL_implicit.trs.txt,It may cost a little bit more money.,7,W/Q,Acknowledges a limitation (cost) without refuting the claim.
DJ_1161_cosmetic-surgery_con_JL_implicit.trs.txt,It may be be an alteration to your body but in a lot of ways like it's similar to maybe something like a tattoo.,8,W/Q,Emphasizes consent and choice.
DJ_1161_cosmetic-surgery_con_JL_implicit.trs.txt,"It lasts forever, so what?",9,OTH,Counters concerns about permanence.
DJ_1161_cosmetic-surgery_con_JL_implicit.trs.txt,"People can make decisions about how they want to look, what they want to look like, this is how people express their own in individuality.",10,W/Q,Restates the principle of bodily autonomy.
DJ_1161_cosmetic-surgery_con_JL_implicit.trs.txt,We shouldn't care people do that.,11,C,Normative conclusion derived from prior reasoning.
DJ_1161_cosmetic-surgery_con_JL_implicit.trs.txt,"But further I think that it's important to note that this is not only something that's done without harming anyone and it's not only a reasonable decision to make, but this is also even something that I think people can generally do with pretty good information, because when you're considering getting plastic surgery it's not like doctors are allowed to not tell you the possible risks of surgery.",12,C,Ethical principle supporting informed personal decisions.
DJ_1161_cosmetic-surgery_con_JL_implicit.trs.txt,"They're usually required by law to talk to you about safety possible side effects of surgery, things like that.",13,G,Factual basis showing protections exist.
DJ_1161_cosmetic-surgery_con_JL_implicit.trs.txt,So these are generally informed decisions too.,14,W/Q,"Supports idea that decisions are thoughtful, not rash."
DJ_1161_cosmetic-surgery_con_JL_implicit.trs.txt,So that's all real important so given that it's informed and it's reasonable and there's no third party harms you should definitely just allow people to make this choice for themselves.,15,W/Q,Reinforces ethical justification for legal status.
DJ_1161_cosmetic-surgery_con_JL_implicit.trs.txt,"second area of argumentation I walk talk about is about safety issues, and this is important",16,OTH,Transition to new argument.
DJ_1161_cosmetic-surgery_con_JL_implicit.trs.txt,"because, in the same way, in that it's oftentimes pretty easy for people to get something like a tattoo or a piercing at a more dubious establishment or maybe, like they just have, like their cousin or friend do it, or something like that- I don't think that this is necessarily",17,G,Introduces consequence of illegality  unsafe alternatives.
DJ_1161_cosmetic-surgery_con_JL_implicit.trs.txt,"so hard to believe for a lot of cosmetic surgeries,",18,W/Q,Real-world context for why some procedures fail.
DJ_1161_cosmetic-surgery_con_JL_implicit.trs.txt,"because maybe some of them were a bit more complex than others,",19,G,Admits complexity as a possible cause of failure.
DJ_1161_cosmetic-surgery_con_JL_implicit.trs.txt,"but at the end of the day, there's still going to be a demand for cosmetic surgery",20,C,Argues that demand won't disappear with bans.
DJ_1161_cosmetic-surgery_con_JL_implicit.trs.txt,There's still going to be people who are going to want to look differently and this is important because then you're not necessarily going to have as informed decisions because you're not going to have the same laws regarding what doctors have to say to their patients.,21,G,Anticipates outcome of restricting legal access.
DJ_1161_cosmetic-surgery_con_JL_implicit.trs.txt,"You're not going to have the same safety checks to make sure things like equipment is clean, doctors are qualified.",22,G,Shows how legal barriers increase risk.
DJ_1161_cosmetic-surgery_con_JL_implicit.trs.txt,You won't have those concerns.,23,OTH,Reinforces lack of oversight abroad.
DJ_1161_cosmetic-surgery_con_JL_implicit.trs.txt,You won't have those things.,24,OTH,Emphasizes absence of protections again.
DJ_1161_cosmetic-surgery_con_JL_implicit.trs.txt,"So this is going to mean that people are still going to get cosmetic surgery, but it's going to be less safe.",25,W/Q,Restates inevitable outcome despite legal barriers.
DJ_1161_cosmetic-surgery_con_JL_implicit.trs.txt,People are going to be more likely to experience awful side effects and that's only going to make any everything worse.,26,W/Q,Logical result: illegal access leads to greater danger.
DJ_1161_cosmetic-surgery_con_JL_implicit.trs.txt,So I think for all those reasons I'm very proud to oppose.,27,C,Final summary affirming opposition to banning surgery.
DJ_1163_cocaleaf_pro.trs.txt,"We should legalize the growing of coca leaves, because its banning is cultural the remnants of cultural imperialism at its finest.",1,C,Presents the main policy proposition.
DJ_1163_cocaleaf_pro.trs.txt,"So, let's talk about what we mean by legalizing coca leaves.",2,W/Q,Transition sentence introducing clarification.
DJ_1163_cocaleaf_pro.trs.txt,"We're not legalizing cocaine, the manufacturing more concentrated form of cocaine that, often requires bleaching, insertion of chemicals, and making it a whole lot stronger and a whole lot more addictive and dangerous, that can stay illegal.",3,W/Q,Narrows the scope of the policy to avoid misinterpretation.
DJ_1163_cocaleaf_pro.trs.txt,"We're going to legalize the leaves in its natural form, in any kind of capacity.",4,G,Provides a factual basis for what the proposal entails.
DJ_1163_cocaleaf_pro.trs.txt,"So, let's talk about why this is necessary and important.",5,W/Q,Discourse structuring.
DJ_1163_cocaleaf_pro.trs.txt,"So, let's start by talking about the harms, and the coincidence of the harms, because chewing coca leaves is just something that you do, because it can give you like a tiny bit of energy, it can be like a pick me up.",6,G,Transitional sentence.
DJ_1163_cocaleaf_pro.trs.txt,"In a lot of ways, it's no different than drinking a cup of coffee, because it gives you a little bit more energy, maybe or it could be someone like tobacco, which people often say tobacco can also be like a pick me up, and they chew tobacco leaves.",7,G,Draws a comparison to normalize coca leaf usage.
DJ_1163_cocaleaf_pro.trs.txt,"The interesting thing about these is that, all of these things only oftentimes give you a minor energy boost, these things aren't all that harmful, unless you abuse them, and there's not really all that much of a difference for abuse or health among all of them.",8,OTH,Adds support by generalizing about psychoactive plants.
DJ_1163_cocaleaf_pro.trs.txt,"Here's the key distinction though: a lot of white people use tobacco, and a lot of indigenous people use different kinds of drugs.",9,G,Provides evidence about misconceptions due to processing.
DJ_1163_cocaleaf_pro.trs.txt,"So here's the problem, when you see a lot of similar affects for different substances, but you're going to criminalize one and not the other, it's important to look at why are we doing this.",10,W/Q,Introduces the issue of perception based on processing.
DJ_1163_cocaleaf_pro.trs.txt,"And, I think that the reason why we're doing this is because, at the end of the day, there's simply not enough respect in the international community for the reasons the nuanced reasons why people actually use these things.",11,C,Asserts the motivation behind the policy proposal.
DJ_1163_cocaleaf_pro.trs.txt,First and foremost of these reasons can be: people use it because they feel like using it.,12,G,Highlights a core justification for the proposal.
DJ_1163_cocaleaf_pro.trs.txt,"And honestly, the debate should stop there, because that's a good enough reason.",13,G,Emphasizes strength of argument while acknowledging stance.
DJ_1163_cocaleaf_pro.trs.txt,"If people feel like they want to get that like that small high, or that like small jolt of energy, from chewing a coca leaf, then you know what?",14,OTH,Reason supporting personal use of coca leaf.
DJ_1163_cocaleaf_pro.trs.txt,It's not really hurting anyone.,15,W/Q,Justifies use by absence of harm to others.
DJ_1163_cocaleaf_pro.trs.txt,"I don't really see why it's something that has to be a matter of international convention, and treaty, and law, given that it's pretty low impact when people do this.",16,W/Q,Challenges necessity of prohibition.
DJ_1163_cocaleaf_pro.trs.txt,It doesn't actually cause all that much harm.,17,G,Offers empirical reason against banning.
DJ_1163_cocaleaf_pro.trs.txt,"But additionally, I think that there is, quite obviously, something deeply insidious, and deeply imperialistic about this.",18,C,Introduces a second major argument (cultural harm).
DJ_1163_cocaleaf_pro.trs.txt,"Namely, the reason why some of it is getting banned and not others is because, people don't respect the cultural traditions that are associated with it.",19,G,Provides a reason for cultural persecution.
DJ_1163_cocaleaf_pro.trs.txt,"So for example, you can look at like people in like the andes have been growing coca leaves, and chewing them, and using them as part of ceremonies and rituals for millennia, ever like for a very very very long time.",20,G,Offers an example of the cultural impact.
DJ_1163_cocaleaf_pro.trs.txt,"And when you ban it, your ultimately banning their way of life, and your banning an ability for them to actually live in line with what their values are, and what their culture has been for generations.",21,W/Q,Links policy action to cultural suppression.
DJ_1163_cocaleaf_pro.trs.txt,"And this is absolutely outrageous, because first of all, obviously you can't enforce this at all, you're not going to be able to go into every mountain village in the andes, and rip out a coca leaves, when you find it.",22,G,Strong evaluative judgment of that effect.
DJ_1163_cocaleaf_pro.trs.txt,"But additionally, even if you could do that, it's grossly immoral to do so, because these people aren't hurting anyone.",23,G,Addresses counterclaim about control or substitution.
DJ_1163_cocaleaf_pro.trs.txt,"They just want to live their lives, in a way that's accordance with their ancestors, and accordance with their values.",24,G,Explains motivation of coca users as peaceful.
DJ_1163_cocaleaf_pro.trs.txt,"And especially, sense a lot of these indigenous groups have already lost so much, they've lost so many like their fellow people's lives, they've lost a whole lot of land, they've a whole lot of their culture has been erased, so you know what?",25,OTH,Contextual support for moral obligation to protect rights.
DJ_1163_cocaleaf_pro.trs.txt,"We should, probably a long time ago, but certainly by now, we should stop doing that, and we should let people have their cultural ceremonies, in a way in which they choose to do so, even if there involves a drug that is illegal.",26,C,Reaffirms necessity of policy change.
DJ_1163_cocaleaf_pro.trs.txt,"So, for those reasons proud to propose.",27,W/Q,Concludes by reaffirming position.
DJ_1166_feminism_pro.trs.txt,"Feminism absolutely brings more good than harm, first and foremost because feminism is absolutely vital in making sure that women are actually treated equally, and remaining gender gaps that do exist are eliminated.",1,G,Main thesis asserting feminisms net positive impact.
DJ_1166_feminism_pro.trs.txt,"Second, feminism is important because it helps empower women and it helps make women feel more included in society and more connected with society.",2,G,Sub-claim expanding on specific benefits of feminism.
DJ_1166_feminism_pro.trs.txt,"and third, I really don't think that feminism has a downside, except it takes power away from men that they probably shouldn't unjustly.",3,W/Q,Presents a final supportive point for the main thesis.
DJ_1166_feminism_pro.trs.txt,"they like unjustly acquired in the first place from like historical, like structures and things like that.",4,G,Reasoning behind belief that feminism doesn't unfairly take from men.
DJ_1166_feminism_pro.trs.txt,or men are just like stupid in some cases and don't realize that these things don't even affect them all that much.,5,W/Q,Counters anti-feminist stereotypes or dismissals.
DJ_1166_feminism_pro.trs.txt,"So, let's start by talking about the practical ways in which feminism makes lives better for women.",6,W/Q,"Discourse structuring, not part of argument proper."
DJ_1166_feminism_pro.trs.txt,"Obviously, feminism isn't something that's just outdated.",7,W/Q,General principle establishing feminism as an ongoing cause.
DJ_1166_feminism_pro.trs.txt,Just because women have the right to vote doesn't mean that they have full rights.,8,G,Challenges assumption that feminism is no longer needed.
DJ_1166_feminism_pro.trs.txt,Women still struggle for things like equal pay.,9,G,Empirical evidence showing continued inequality.
DJ_1166_feminism_pro.trs.txt,"they struggle for things, like in america, like paid parental leave.",10,G,Specific examples supporting continued need for feminism.
DJ_1166_feminism_pro.trs.txt,"they struggle against like the acceptance of, like sexual and acceptance or understanding of sexual assault or sexual violence.",11,G,Describes forms of societal resistance to gender equality.
DJ_1166_feminism_pro.trs.txt,they struggle against their bodies being regulated with abortion regulations.,12,G,Illustrates another form of systemic inequality.
DJ_1166_feminism_pro.trs.txt,they struggle with access to like healthcare and contraception.,13,G,Another concrete example of inequality.
DJ_1166_feminism_pro.trs.txt,"they suffer from like employment discrimination in the workplace, possibly on the base of their body or the like subjective evaluation of their skills being lesser.",14,G,Supports the claim with labor-related inequality.
DJ_1166_feminism_pro.trs.txt,"All of these things are like very very prominent and very very damaging to women, and what feminism does is it provides a bulwark to like fight against these things.",15,OTH,Reinforces that these issues are widespread and valid.
DJ_1166_feminism_pro.trs.txt,"What feminism does is like it provides like an organizational structure that you can like push for ground like you can push for like legal rights and things like that, so you can have things like the ACLU women's rights project, or planned parenthood organizations.",16,W/Q,Shows feminisms function as a response to issues above.
DJ_1166_feminism_pro.trs.txt,"Feminism creates like a like a support or a unification for these kinds of organized pushes, which do lead to expansion of these rights, and that's important, it helps like you do all those things.",17,G,Specific beneficial outcome of feminist movements.
DJ_1166_feminism_pro.trs.txt,"It also leads to women being inspired to like speak out on a lot of these things, so it's just going to be more likely to be grounds going to support all these things.",18,W/Q,Additional example of positive social outcomes.
DJ_1166_feminism_pro.trs.txt,"It also leads to increased awareness, and increased awareness is very important,",19,W/Q,Demonstrates further social benefit of feminism.
DJ_1166_feminism_pro.trs.txt,"because having awareness of stigmas, having awareness of saxist stereotypes, like, like, the way, like- is",20,G,Explains why awareness is a meaningful outcome.
DJ_1166_feminism_pro.trs.txt,"one of the best ways in which you can actually ensure that women aren't going to be, like arbitrarily excluded or to make sure that you actually listen to the concerns that women have on very sensitive issues like sexual violence or things like that",21,W/Q,General principle: awareness leads to change.
DJ_1166_feminism_pro.trs.txt,"It can make sure that women have equal access to things like healthcare, it can ensure that broad whites rights for women are also considered.",22,W/Q,Example of practical application of feminist progress.
DJ_1166_feminism_pro.trs.txt,"Besides all of that, feminism is very important from an empowerment perspective, because I think that the idea that there is like like there is like an entire ideology associated with the empowerment of women is just by itself empowering.",23,C,Introduces a moral/emotional argument.
DJ_1166_feminism_pro.trs.txt,"It makes it that women are going to feel more comfortable trying to like go out and succeed in school, the workplace, or even like the basic relationships through their lives.",24,G,Emotional/social benefit derived from feminism.
DJ_1166_feminism_pro.trs.txt,"Because it rather than being told that like your gender is something that makes you lesser, or something that you have to be ashamed of, it creates a sense of empowerment and a sense of solidarity, and these are things that can be incredibly important with women.",25,G,Explains why emotional validation matters.
DJ_1166_feminism_pro.trs.txt,"It creates like a system of role models that you can look up to, it creates a system of like like values that you can aspire for.",26,G,Provides a further consequence of feminist empowerment.
DJ_1166_feminism_pro.trs.txt,All these things are very very good.,27,W/Q,Summative judgment reinforcing previous points.
DJ_1166_feminism_pro.trs.txt,"But finally, I think that feminism can bring more good than harm because like, even if you don't buy there's all that much good, like you need to show that there is harm in order to outweigh this, and I don't really think that feminism actually has any harms.",28,C,Restates the overall stance for emphasis.
DJ_1166_feminism_pro.trs.txt,"Like the nature of feminism is that they want to ensure equal rights for women, so unless you want their rights to be unequal, which is just like oppressive, inhumane in every conceivable way, then there's no real way to get around that.",29,W/Q,Defines foundational intent of feminism.
DJ_1166_feminism_pro.trs.txt,"So that's for all those reasons, feminism brings more good than harm.",30,W/Q,Conclusive summary affirming the thesis.
DJ_1243_three-strikes_pro.trs.txt,"We should abolish three strikes laws because three strikes laws are horrible from a principal perspective, and they have very like catastrophic practical outcomes as well.",1,C,Presents the central thesis opposing the law.
DJ_1243_three-strikes_pro.trs.txt,So let's start by talking about why on a principled level three strikes laws are just flat out immoral.,2,W/Q,Transition sentence introducing an argument.
DJ_1243_three-strikes_pro.trs.txt,And the biggest reason why they're immoral goes to the immorality of the criminal justice system itself as it exists.,3,W/Q,Connects values to the systems intended purpose.
DJ_1243_three-strikes_pro.trs.txt,"The criminal justice system incentivizes, it essentially forces people who offend one time into recidivism.",4,W/Q,Asserts what the system should ideally support.
DJ_1243_three-strikes_pro.trs.txt,"And it and it does this because first, prisons do absolutely nothing for rehabilitation.",5,G,Begins justification of why the system fails under three strikes.
DJ_1243_three-strikes_pro.trs.txt,All they do is punish people and make their lives worse.,6,OTH,Supports the previous claim by describing consequences.
DJ_1243_three-strikes_pro.trs.txt,"Once you get out of prison, you're locked out of most abilities to get jobs, you're not able to vote, you're not able to rely on public housing in most cases, you're not allowed to get public sector jobs in a lot of cases, you're not allowed to get publicly subsidized healthcare or welfare in a lot of cases.",7,W/Q,Adds to the explanation of why prison harms rehabilitation.
DJ_1243_three-strikes_pro.trs.txt,So basically what you do is you get convicted of one crime and the system leaves you behind.,8,W/Q,Illustrates the permanent stigma and its effects.
DJ_1243_three-strikes_pro.trs.txt,"It makes it impossible for you to get a whole lot of work, oftentimes if you're a convicted criminal your license gets suspended, so you're not even able to drive to work or, it's it's like even if you get a job it's harder for you got to work.",9,W/Q,Describes specific outcomes from incarceration.
DJ_1243_three-strikes_pro.trs.txt,The degree and the extent to which we put up roadblocks to people who get convicted is absolutely abhorrent in this country.,10,W/Q,Emphatic evaluative claim about the systems failures.
DJ_1243_three-strikes_pro.trs.txt,And that's a big deal.,11,W/Q,Emphasizes the importance of the claims implications.
DJ_1243_three-strikes_pro.trs.txt,"Because all those roadblocks to be put up for people reintegrating back into society when they get convicted of a crime, means that there's really not a whole lot of options for them.",12,G,Establishes factual basis for why the system is flawed.
DJ_1243_three-strikes_pro.trs.txt,And that's why recidivism rates are sky high in places like america.,13,C,Concludes reasoning by presenting a measurable consequence.
DJ_1243_three-strikes_pro.trs.txt,And that's why we're not really seeing meaningful progress and reform to our criminal justice system.,14,C,Supports the argument that the justice system is not working.
DJ_1243_three-strikes_pro.trs.txt,And that's not even talking about the fact how racist they are and about how three strikes laws overwhelmingly target african americans and other minorities.,15,OTH,Introduces another concern beyond the previous argument.
DJ_1243_three-strikes_pro.trs.txt,"So this is a huge problem, because the result of this is that three strikes laws create a way to permanently keep people in prison for minor offenses, for minor felonies.",16,G,Describes concrete outcomes of the selective enforcement.
DJ_1243_three-strikes_pro.trs.txt,"And they overwhelmingly do it to minorities, and it overwhelmingly happens to people who never had much of a choice to not convict more to not commit more crimes, because they were put in a position by society where that's the only option for them.",17,G,Supports the prior claim with an emphasis on inequity.
DJ_1243_three-strikes_pro.trs.txt,But the next thing that I want to talk about is why on a practical level this is a really stupid idea too.,18,OTH,Transition to a new point.
DJ_1243_three-strikes_pro.trs.txt,And the number one reason why that's true is because as a result of these policies in places like california it's led to skyrocketing overcrowding in prisons.,19,G,Introduces factual basis for systemic failure.
DJ_1243_three-strikes_pro.trs.txt,Overcrowding to the extent that courts have found that that overcrowding is unconstitutional because it creates a poor living conditions for the people in prisons.,20,G,Legal evidence strengthening the grounds.
DJ_1243_three-strikes_pro.trs.txt,And this is a horrible thing.,21,C,Normative statement condemning the result.
DJ_1243_three-strikes_pro.trs.txt,Because you're first of all wasting a whole ton of money on prisons.,22,G,Presents specific harm as justification.
DJ_1243_three-strikes_pro.trs.txt,"All of the amount of money that goes into maintaining prisons, paying for prisoners and things like that, is money that you can pay for literally anything else.",23,W/Q,Supports the grounds with detail.
DJ_1243_three-strikes_pro.trs.txt,"You could burn the money and you would be doing more good to society, but but you could also just affirmatively spend it on something better.",24,W/Q,Hyperbolic counter to prison spending justifications.
DJ_1243_three-strikes_pro.trs.txt,"But moreover, we're not really talking about people who we even need to put in prison for the most part.",25,W/Q,Counters misconception about who is affected.
DJ_1243_three-strikes_pro.trs.txt,"Keep in mind if you commit like murder, or like like a series of armed robberies or rape or things like that, like truly horrible crimes, you're probably going to be imprisoned for decades and decades anyway, because those crimes are so severe.",26,G,Provides factual clarification.
DJ_1243_three-strikes_pro.trs.txt,"When you're talking about three strikes laws, the people who commit a crime, get out of prison and can commit a crime again, you're usually talking about people involved in the drug industry.",27,W/Q,Clarifies scope of affected population.
DJ_1243_three-strikes_pro.trs.txt,"So you're talking about people who are drug trafficking, people who may just be possessing people who may just be charged with like just simply the possession of drugs, while like but like they keep getting picked up over and over again, because they're minorities.",28,G,Specific example of nonviolent offender.
DJ_1243_three-strikes_pro.trs.txt,Or people who commit like more minor offenses.,29,G,Additional example supporting same point.
DJ_1243_three-strikes_pro.trs.txt,"Those are those tend to be the people who are in prison under these reasons, and that's why there's so much overcrowding.",30,W/Q,Asserts who is most affected by the law.
DJ_1243_three-strikes_pro.trs.txt,And that's a horrible problem.,31,C,Emphatic summary reinforcing injustice.
DJ_1243_three-strikes_pro.trs.txt,Because a lot of these crimes aren't all that bad for people anyway.,32,G,Justifies why its problematic.
DJ_1243_three-strikes_pro.trs.txt,"They're things that we shouldn't be criminalizing in the first place, they're things that are absolutely a waste of money, and for all those reasons we should abolish three strikes laws.",33,C,Concludes argument with normative assertion.
DJ_1257_censor-the-internet_pro.trs.txt,"Internet censorship brings more good than harm, for two big reasons L first, because internet censorship will prevent the rise of fake news, which is absolutely catastrophic for society, currently, and second, because internet censorship can end cyber bullying, and the horrible consequences that that results in, so, let's start by talking about fake news.",1,G,Presents the core thesis supporting censorship.
DJ_1257_censor-the-internet_pro.trs.txt,"I think that, fake news is an incredibly important issue in this debate, for a couple of reasons: first, because fake news is becoming widely prevalent, as far as problems are concerned.",2,C,Introduces a specific issue that supports the main thesis.
DJ_1257_censor-the-internet_pro.trs.txt,"Keep been mind that there are millions upon millions of articles, or tens of thousands of articles.",3,G,Provides empirical support to show the scope of the issue.
DJ_1257_censor-the-internet_pro.trs.txt,"they got millions and millions of clicks and views that are not factually verified in any way, that they can be posted by some random blog, then picked up by some random like news accumulator and finds its way on twitter.",4,W/Q,Reiterates and emphasizes the magnitude of the problem.
DJ_1257_censor-the-internet_pro.trs.txt,"and then suddenly you find, because of various algorithms on twitter and facebook that result in sensationalizing content being prioritized over accuracy of content,",5,G,Explains the mechanism that contributes to misinformation.
DJ_1257_censor-the-internet_pro.trs.txt,"The result that you get is that, you see a lot of fake news that's being widely disseminated, and widely read, and people interpret these things as facts, because there's no real mechanisms that check against these things.",6,G,Describes the consequence of the unchecked issue.
DJ_1257_censor-the-internet_pro.trs.txt,"And then secondarily, what this does, is it results in incredibly bad social harms, because it skews people's perceptions of reality.",7,G,States another consequence to support censorship.
